Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,G/L Account Description,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
"PARKS, FORESTRY & RECREATION",5301-52,7/17/2019,7/18/2019,SQ  MUSEUM OF ILLUSION,105.01,CAD,105.01,CAD,4118,TICKETS AND ADMISSION FEES,P04122,STAN WADLOW COMPLEX-SUMMER CAMPS,7929,"Bands, Orchestras, and Miscellaneous Ent",CAMP TRIP
"PARKS, FORESTRY & RECREATION",5301-53,7/17/2019,7/18/2019,SQ  MUSEUM OF ILLUSION,110.01,CAD,110.01,CAD,4118,TICKETS AND ADMISSION FEES,P13276,SUMMER CAMPS - SELWYN ES,7929,"Bands, Orchestras, and Miscellaneous Ent",CAMP TRIP
"PARKS, FORESTRY & RECREATION",5301-54,7/18/2019,7/18/2019,MINI-NASTICS,140.00,CAD,140.00,CAD,4118,TICKETS AND ADMISSION FEES,P13276,SUMMER CAMPS - SELWYN ES,7399,Business Services - Not Elsewhere Classi,CAMP TRIP
"PARKS, FORESTRY & RECREATION",5304-41,7/22/2019,7/23/2019,DOLLARAMA #1182,13.56,CAD,13.56,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13276,SUMMER CAMPS - SELWYN ES,5310,Discount Stores,REC SUPPLIES
"PARKS, FORESTRY & RECREATION",5304-42,7/22/2019,7/23/2019,DOLLARAMA #1182,33.90,CAD,33.90,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04122,STAN WADLOW COMPLEX-SUMMER CAMPS,5310,Discount Stores,GARDENING SUPPLIES
"PARKS, FORESTRY & RECREATION",5304-43,7/22/2019,7/23/2019,SCHOLAR'S CHOICE,173.90,CAD,173.90,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13276,SUMMER CAMPS - SELWYN ES,5949,"Fabric, Needlework, Piece Goods, and Sew",REC SUPPLIES
"PARKS, FORESTRY & RECREATION",5304-44,7/22/2019,7/23/2019,SCHOLAR'S CHOICE,16.92,CAD,16.92,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04122,STAN WADLOW COMPLEX-SUMMER CAMPS,5949,"Fabric, Needlework, Piece Goods, and Sew",REC SUPPLIES
"PARKS, FORESTRY & RECREATION",5305-36,7/23/2019,7/24/2019,NOFRILLS TOMS 775,49.04,CAD,49.04,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04122,STAN WADLOW COMPLEX-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",FOOD
"PARKS, FORESTRY & RECREATION",5305-37,7/23/2019,7/24/2019,NOFRILLS TOMS 775,19.16,CAD,19.16,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13276,SUMMER CAMPS - SELWYN ES,5411,"Grocery Stores, Supermarkets",FOOD
"PARKS, FORESTRY & RECREATION",5305-38,7/24/2019,7/24/2019,IMAGINE CINEMAS (O) MA,113.00,CAD,113.00,CAD,4118,TICKETS AND ADMISSION FEES,P13276,SUMMER CAMPS - SELWYN ES,7832,Motion Picture Theaters,TRIP
"PARKS, FORESTRY & RECREATION",5305-39,7/24/2019,7/24/2019,IMAGINE CINEMAS (O) MA,21.00,CAD,21.00,CAD,4118,TICKETS AND ADMISSION FEES,P13276,SUMMER CAMPS - SELWYN ES,7832,Motion Picture Theaters,TRIP
"PARKS, FORESTRY & RECREATION",5306-45,7/23/2019,7/25/2019,J  J CRAFTS,76.16,CAD,76.16,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04122,STAN WADLOW COMPLEX-SUMMER CAMPS,5970,"Artist Supply Stores, Craft Shops",CLAY
"PARKS, FORESTRY & RECREATION",5306-46,7/24/2019,7/25/2019,THE ROYAL ONTARIO MUSE,248.00,CAD,248.00,CAD,4118,TICKETS AND ADMISSION FEES,P04122,STAN WADLOW COMPLEX-SUMMER CAMPS,7991,Tourist Attractions and Exhibits,TRIP
"PARKS, FORESTRY & RECREATION",5310-36,7/30/2019,7/31/2019,DOLLARAMA #1182,47.74,CAD,47.74,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12154,STAN WADLOW-MULTIPURP CTRS-PRGM SUP,5310,Discount Stores,CRP LUNCHEON DECOR
,,,,,"2,260.93",CAD,"2,260.93",CAD,,,,,,,
TORONTO WATER,5296-50,7/9/2019,7/9/2019,COSTCO BUSINESS CENTER,752.58,CAD,752.58,CAD,2741,FOOD COSTS,TW2040,D&C: CONSTR. SERVICES: SOUTH & EAST,5300,Wholesale Clubs,CASES OF WATER FOR CUSTOMERS
,,,,,752.58,CAD,752.58,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-109,7/4/2019,7/4/2019,CDN TIRE STORE #00654,25.71,CAD,25.71,CAD,2570,JANITORIAL SUPPLIES,P01058,RIVERDALE FARM-ANIMAL DISPLAY,5200,Home Supply Warehouse,GARBAGE CAN
"PARKS, FORESTRY & RECREATION",5296-51,7/5/2019,7/9/2019,PICOVS HORSEMAN CENTRE,264.33,CAD,264.33,CAD,2620,ANIMAL CARE SUPPLIES,P01058,RIVERDALE FARM-ANIMAL DISPLAY,7032,Recreational and Sporting Camps,"HORSE SUPPLIES - FLY SPRAY, PAILS, HALTER"
"PARKS, FORESTRY & RECREATION",5297-43,7/10/2019,7/10/2019,THE BULK BARN 636,37.04,CAD,37.04,CAD,2620,ANIMAL CARE SUPPLIES,P01058,RIVERDALE FARM-ANIMAL DISPLAY,5441,"Candy, Nut, Confectionery Stores",PSYLIUM HUSK FOR HORSES
,,,,,327.08,CAD,327.08,CAD,,,,,,,
FLEET SERVICES,5288-36,6/28/2019,7/1/2019,MTO RUS SERVICEONTARIO,7.00,CAD,7.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P6 VEHICLE REPLACEMENT STICKER
FLEET SERVICES,5296-52,7/8/2019,7/9/2019,MTO RUS SERVICEONTARIO,7.00,CAD,7.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT STICKER
FLEET SERVICES,5296-53,7/8/2019,7/9/2019,MTO RUS SERVICEONTARIO,552.00,CAD,552.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE PLATE RENEWAL
FLEET SERVICES,5296-54,7/8/2019,7/9/2019,MTO RUS SERVICEONTARIO,7.00,CAD,7.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT STICKER
FLEET SERVICES,5296-55,7/8/2019,7/9/2019,MTO RUS SERVICEONTARIO,385.00,CAD,385.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE PLATE RENEWAL
FLEET SERVICES,5298-133,7/11/2019,7/15/2019,MTO RUS SERVICEONTARIO,96.00,CAD,96.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT OWNERSHIP
FLEET SERVICES,5298-134,7/12/2019,7/15/2019,MTO RUS SERVICEONTARIO,7.00,CAD,7.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT STICKER
FLEET SERVICES,5298-135,7/10/2019,7/15/2019,MTO RUS SERVICEONTARIO,59.00,CAD,59.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT PLATE
FLEET SERVICES,5298-136,7/10/2019,7/15/2019,MTO RUS SERVICEONTARIO,200.00,CAD,200.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE PLATE RENEWAL
FLEET SERVICES,5300-45,7/15/2019,7/17/2019,MTO RUS SERVICEONTARIO,7.00,CAD,7.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT STICKER
FLEET SERVICES,5303-47,7/18/2019,7/22/2019,MTO RUS SERVICEONTARIO,7.00,CAD,7.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT STICKER
FLEET SERVICES,5303-48,7/18/2019,7/22/2019,MTO RUS SERVICEONTARIO,202.00,CAD,202.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE PLATE RENEWAL
FLEET SERVICES,5305-40,7/22/2019,7/24/2019,MTO RUS SERVICEONTARIO,59.00,CAD,59.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT PLATE
FLEET SERVICES,5306-47,7/23/2019,7/25/2019,MTO RUS SERVICEONTARIO,132.00,CAD,132.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT OWNERSHIP
FLEET SERVICES,5307-64,7/24/2019,7/26/2019,MTO RUS SERVICEONTARIO,845.00,CAD,845.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE PLATE RENEWAL
FLEET SERVICES,5308-52,7/26/2019,7/29/2019,MTO RUS SERVICEONTARIO,7.00,CAD,7.00,CAD,4830,PERMIT & LICENSE FEES,FL7005,VEHICLE LICENSING,9399,Government Services - Not Elsewhere Clas,P7 VEHICLE REPLACEMENT STICKER
,,,,,"2,579.00",CAD,"2,579.00",CAD,,,,,,,
CHILDRENS SERVICES,5301-55,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,120.00,CAD,120.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE - KIPLING
CHILDRENS SERVICES,5301-56,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,120.00,CAD,120.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE  - CENTENARY
CHILDRENS SERVICES,5301-57,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,120.00,CAD,120.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE - COXWELL
CHILDRENS SERVICES,5301-58,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,120.00,CAD,120.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE - WOODBINE
CHILDRENS SERVICES,5301-59,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,140.00,CAD,140.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE - GALLOWAY
CHILDRENS SERVICES,5301-60,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,140.00,CAD,140.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE - DANFORTH
CHILDRENS SERVICES,5301-61,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,140.00,CAD,140.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE - ALBION
CHILDRENS SERVICES,5301-62,7/16/2019,7/18/2019,EDU-CHILD CARE LICENSI,170.00,CAD,170.00,CAD,4830,PERMIT & LICENSE FEES,E0546M,NON UNIT COSTED NOT UNDER THE ROOF,9399,Government Services - Not Elsewhere Clas,MINISTRY LICENSE FEE - MALVERN
CHILDRENS SERVICES,5305-41,7/23/2019,7/24/2019,RAINBOWDEPOT.COM,659.80,CAD,489.03,USD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,EC542D,DIRECTORS RESERVE,5947,"Card, Gift, Novelty, and Souvenir Shops",ALL FAMILIES MATTER STICKERS - ORDER #108610
CHILDRENS SERVICES,5307-65,7/25/2019,7/26/2019,RAINBOWDEPOT.COM,-51.93,CAD,-40.50,USD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,EC542D,DIRECTORS RESERVE,5947,"Card, Gift, Novelty, and Souvenir Shops",ALL FAMILIES MATTER STICKERS - ORDER #108610 (REFUND)
,,,,,"1,677.87",CAD,"1,070.00",CAD,,,,,,,
,,,,,,,448.53,USD,,,,,,,
"PARKS, FORESTRY & RECREATION",5288-37,6/28/2019,7/1/2019,WAL-MART # 3740,30.43,CAD,30.43,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",SNACKS
"PARKS, FORESTRY & RECREATION",5288-38,6/28/2019,7/1/2019,PIZZA NOVA 005,53.38,CAD,53.38,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5814,Quick Payment Service - Fast-Food Restau,COMMUNITY MEETING - PIZZA
"PARKS, FORESTRY & RECREATION",5289-16,7/2/2019,7/2/2019,DOLLAR TREE #40138,56.55,CAD,56.55,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5331,Variety Stores,CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5289-17,7/2/2019,7/2/2019,MICHAELS #3983,297.19,CAD,297.19,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5945,"Game, Toy, and Hobby Shops",ARTS & CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION",5290-33,7/2/2019,7/3/2019,WAL-MART # 3740,146.21,CAD,146.21,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",CAMP SUPPLIES'
"PARKS, FORESTRY & RECREATION",5290-34,7/3/2019,7/3/2019,LAKESHORE COMMUNICATIO,214.70,CAD,214.70,CAD,3020,M & E - COMMUNICATIONS,P11828,ELMS CS-PRGM SUPPORT,7622,Electronic Repair Shops,REPLACEMENT BATTERIES
"PARKS, FORESTRY & RECREATION",5291-110,7/4/2019,7/4/2019,SHOPPERSDRUGMART0857,155.00,CAD,155.00,CAD,4225,BUSINESS TRAV - PUBLIC TRANSIT,P05094,ELMS CS-SUMMER CAMPS,5912,"Drug Stores, Pharmacies",TTC TOKENS FOR CAMP TRIP
"PARKS, FORESTRY & RECREATION",5295-26,7/8/2019,7/8/2019,DOLLAR TREE #40138,43.84,CAD,43.84,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5331,Variety Stores,ART SUPPLIES
"PARKS, FORESTRY & RECREATION",5295-27,7/8/2019,7/8/2019,DOLLAR TREE #40138,-1.00,CAD,-1.00,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02115,ELMS CS-SOCIAL PRGM,5331,Variety Stores,REFUND
"PARKS, FORESTRY & RECREATION",5295-28,7/8/2019,7/8/2019,FIESTA 4 KIDS INC,764.90,CAD,764.90,CAD,4590,RENTAL - OTHER,P05094,ELMS CS-SUMMER CAMPS,7394,"Equipment Rental and Leasing Services, F",BALANCE PAYMENT ON RENTAL OF BOUNCY CASTLE
"PARKS, FORESTRY & RECREATION",5295-29,7/8/2019,7/8/2019,FOOD BASICS #689,18.05,CAD,18.05,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",FOOD ITEMS
"PARKS, FORESTRY & RECREATION",5296-56,7/8/2019,7/9/2019,WAL-MART # 3740,215.59,CAD,215.59,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5298-137,7/12/2019,7/15/2019,DOLLAR TREE #40138,125.86,CAD,125.86,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5331,Variety Stores,CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5298-138,7/12/2019,7/15/2019,WAL-MART # 3740,87.43,CAD,87.43,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION",5298-139,7/10/2019,7/15/2019,CDN TIRE STORE #00242,31.59,CAD,31.59,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5200,Home Supply Warehouse,WATER PLAY EQUIPMENT
"PARKS, FORESTRY & RECREATION",5298-140,7/10/2019,7/15/2019,WAL-MART # 3740,45.18,CAD,45.18,CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",BOX FAN FOR GYM
"PARKS, FORESTRY & RECREATION",5298-141,7/10/2019,7/15/2019,WAL-MART # 3740,25.30,CAD,25.30,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","SILICONE STRAWS, TIN FOIL, PAPER CUPS"
"PARKS, FORESTRY & RECREATION",5301-63,7/16/2019,7/18/2019,BULK BARN #512,221.92,CAD,221.92,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5499,Miscellaneous Food Stores - Convenience,"JUICE, DECORATING SUPPLIES"
"PARKS, FORESTRY & RECREATION",5302-41,7/18/2019,7/19/2019,AIR RIDERZ INC.,972.93,CAD,972.93,CAD,4118,TICKETS AND ADMISSION FEES,P05094,ELMS CS-SUMMER CAMPS,7941,"Athletic Fields, Commercial Sports, Prof",CAMP TRIP
"PARKS, FORESTRY & RECREATION",5302-42,7/17/2019,7/19/2019,WAL-MART # 3740,83.52,CAD,83.52,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",CAMP SNACKS
"PARKS, FORESTRY & RECREATION",5304-45,7/22/2019,7/23/2019,MICHAELS #3983,73.46,CAD,73.46,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5945,"Game, Toy, and Hobby Shops",ARTS & CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION",5305-42,7/23/2019,7/24/2019,DOLLAR TREE #40138,231.75,CAD,231.75,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5331,Variety Stores,CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5306-48,7/23/2019,7/25/2019,BULK BARN #512,22.97,CAD,22.97,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5499,Miscellaneous Food Stores - Convenience,COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION",5306-49,7/23/2019,7/25/2019,WAL-MART # 3740,61.55,CAD,61.55,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",ART SUPPLIES
"PARKS, FORESTRY & RECREATION",5307-66,7/25/2019,7/26/2019,WNW TORONTO BAR,"1,048.96",CAD,"1,048.96",CAD,4118,TICKETS AND ADMISSION FEES,P05094,ELMS CS-SUMMER CAMPS,5813,"Bars, Cocktail Lounges, Discotheques, Ni",CAMP TRIP
"PARKS, FORESTRY & RECREATION",5308-53,7/25/2019,7/29/2019,WAL-MART # 3740,196.15,CAD,196.15,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P05094,ELMS CS-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5308-54,7/26/2019,7/29/2019,WET'N'WILD TORONTO,"1,027.55",CAD,"1,027.55",CAD,4118,TICKETS AND ADMISSION FEES,P05094,ELMS CS-SUMMER CAMPS,7996,"Amusement Parks, Carnivals, Circuses, Fo",CMP TRIP
,,,,,"6,250.96",CAD,"6,250.96",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5288-39,6/29/2019,7/1/2019,RCSS WESTON 2800,293.61,CAD,293.61,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13283,SUMMER CAMPS - NY DISTRICT FINE ARTS,5411,"Grocery Stores, Supermarkets","DISH SOAP, FREEZIES, GAUXE, MASKING TAPE, AUX CABLE"
"PARKS, FORESTRY & RECREATION",5288-40,6/30/2019,7/1/2019,MICHAELS #3933,491.63,CAD,491.63,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04332,MITCHELL FIELD-HOLIDAY CAMPS,5945,"Game, Toy, and Hobby Shops",JARS
"PARKS, FORESTRY & RECREATION",5288-41,6/30/2019,7/1/2019,MICHAELS #3933,187.58,CAD,187.58,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13468,NY - CAN BIKE - SUMMER CAMP,5945,"Game, Toy, and Hobby Shops","GLUES, FINGER PAINTS"
"PARKS, FORESTRY & RECREATION",5288-42,6/30/2019,7/1/2019,DOLLARAMA # 627,200.00,CAD,200.00,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04332,MITCHELL FIELD-HOLIDAY CAMPS,5310,Discount Stores,"CHIPS, TABLE CLOTHS, BALLOONS, SHAVE FOAMS, STICKERS, FELT"
"PARKS, FORESTRY & RECREATION",5288-43,6/30/2019,7/1/2019,CDN TIRE STORE #00237,102.34,CAD,102.34,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04332,MITCHELL FIELD-HOLIDAY CAMPS,5200,Home Supply Warehouse,STORAGE BINS
"PARKS, FORESTRY & RECREATION",5295-30,7/8/2019,7/8/2019,DOLLAR TREE CANADA STO,76.26,CAD,76.26,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04662,MITCHELL FIELD-SUMMER CAMPS,5331,Variety Stores,"FOIL PANS, CADDIES, POSTER BOARDS"
"PARKS, FORESTRY & RECREATION",5297-44,7/9/2019,7/10/2019,GROCERY GATEWAY,194.56,CAD,194.56,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P11426,MITCHELL FIELD-SOCIAL PRGM,5411,"Grocery Stores, Supermarkets",GROCERIES FOR CAMP
"PARKS, FORESTRY & RECREATION",5298-142,7/11/2019,7/15/2019,PAYPAL  SHAKESPEARE,510.00,CAD,510.00,CAD,4102,ENTERTAINER AND BAND FEES,P04662,MITCHELL FIELD-SUMMER CAMPS,8398,"Organizations, Charitable and Social Ser",CAMP TRIP
"PARKS, FORESTRY & RECREATION",5298-143,7/11/2019,7/15/2019,WAL-MART #1139,44.39,CAD,44.39,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04662,MITCHELL FIELD-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","PANS, BRUSH SET"
"PARKS, FORESTRY & RECREATION",5298-144,7/12/2019,7/15/2019,WAL MART CANADA INC,166.67,CAD,166.67,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04662,MITCHELL FIELD-SUMMER CAMPS,5310,Discount Stores,"SHREDDER, FILLERS FOR BEAN BAGS"
"PARKS, FORESTRY & RECREATION",5298-145,7/11/2019,7/15/2019,TIRF RUGBY,120.00,CAD,120.00,CAD,4102,ENTERTAINER AND BAND FEES,P04662,MITCHELL FIELD-SUMMER CAMPS,5734,Computer Software Stores,IN TRIP FOR SPORTS CAMP
"PARKS, FORESTRY & RECREATION",5298-146,7/10/2019,7/15/2019,WAL-MART #1004,379.08,CAD,379.08,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04662,MITCHELL FIELD-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","CANVAS, STORAGE BOXES, SHARPIES"
"PARKS, FORESTRY & RECREATION",5300-46,7/16/2019,7/17/2019,AMZN MKTP CA MH5FS57M2,44.73,CAD,44.73,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04717,MITCHELL FIELD-SUMMER FUN,4816,Computer Network/Information Services,POTATO SACK RACE BAGS
"PARKS, FORESTRY & RECREATION",5301-64,7/16/2019,7/18/2019,WAL-MART #1139,232.66,CAD,232.66,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04662,MITCHELL FIELD-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","TWIZZLERS, BAKE CUPS, PUDDING, EYEBALLS, FRUITS"
"PARKS, FORESTRY & RECREATION",5302-43,7/18/2019,7/19/2019,GOPHER SPORT,103.12,CAD,103.12,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04662,MITCHELL FIELD-SUMMER CAMPS,5941,Sporting Goods Stores,"PRO TENNIS BALLS, TALLY COUNTER, WHISTLES WITH LANYARDS"
"PARKS, FORESTRY & RECREATION",5303-49,7/19/2019,7/22/2019,AMZN MKTP CA MA5XS3CX2,75.98,CAD,75.98,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04717,MITCHELL FIELD-SUMMER FUN,4816,Computer Network/Information Services,POTATO SACK RACE BAGS
"PARKS, FORESTRY & RECREATION",5303-50,7/21/2019,7/22/2019,AMAZON.CA MA40C7FB2,222.17,CAD,222.17,CAD,3020,M & E - COMMUNICATIONS,P04662,MITCHELL FIELD-SUMMER CAMPS,4816,Computer Network/Information Services,WALKIE TALKIES
"PARKS, FORESTRY & RECREATION",5305-43,7/23/2019,7/24/2019,MICHAELS #3933,253.62,CAD,253.62,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04662,MITCHELL FIELD-SUMMER CAMPS,5945,"Game, Toy, and Hobby Shops",ART SUPPLIES
"PARKS, FORESTRY & RECREATION",5306-50,7/24/2019,7/25/2019,SQ  SQ  KREATIVE KIDZ,472.69,CAD,472.69,CAD,4102,ENTERTAINER AND BAND FEES,P04662,MITCHELL FIELD-SUMMER CAMPS,7999,Recreation Services (Not Elsewhere Class,2 HR WORKSHOP ON ARTS AND SPORTS
"PARKS, FORESTRY & RECREATION",5306-51,7/24/2019,7/25/2019,METRO #712,27.11,CAD,27.11,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P11426,MITCHELL FIELD-SOCIAL PRGM,5411,"Grocery Stores, Supermarkets",PIZZA FOR CAMP
